LandUse,Acreage,TaxDistrict,LandValue,BuildingValue,FinishedArea,FoundationType,YearBuilt,Grade,Bedrooms,FullBath,HalfBath,Class
SINGLE FAMILY,1.5,URBAN SERVICES DISTRICT,275000,426700,4500,PT BSMT,1960,B   ,5,4,1,P
SINGLE FAMILY,0.45,URBAN SERVICES DISTRICT,375000,269700,2923,CRAWL,1953,B   ,5,2,1,P
SINGLE FAMILY,0.77,URBAN SERVICES DISTRICT,241500,512700,3995,PT BSMT,1936,B   ,5,3,1,P
SINGLE FAMILY,0.21,URBAN SERVICES DISTRICT,140000,743300,4185,PT BSMT,1935,B   ,5,4,0,O
SINGLE FAMILY,1.03,CITY OF FOREST HILLS,425000,1620600,7079,CRAWL,2015,X   ,5,4,2,O
SINGLE FAMILY,4.04,CITY OF FOREST HILLS,319200,239700,4185.50006,PT BSMT,1964,B   ,5,4,0,O
SINGLE FAMILY,1.57,GENERAL SERVICES DISTRICT,108000,270600,5320.35001,CRAWL,1981,B   ,5,4,1,O
SINGLE FAMILY,0.59,URBAN SERVICES DISTRICT,80000,393000,4503.71989,FULL BSMT,1986,B   ,5,4,1,P
SINGLE FAMILY,1.65,CITY OF FOREST HILLS,315000,163400,3375.60004,PT BSMT,1964,B   ,5,3,0,O
SINGLE FAMILY,0.23,URBAN SERVICES DISTRICT,190000,244800,2318,FULL BSMT,1930,C   ,5,3,0,O
SINGLE FAMILY,1.15,GENERAL SERVICES DISTRICT,240000,344200,4326.15002,CRAWL,1968,A   ,5,3,1,Q
SINGLE FAMILY,1.08,URBAN SERVICES DISTRICT,190000,397600,3323,CRAWL,1951,B   ,5,3,0,P
VACANT RESIDENTIAL LAND,2.51,CITY OF OAK HILL,512100,971200,6151,CRAWL,2015,X   ,5,5,1,P
SINGLE FAMILY,0.23,URBAN SERVICES DISTRICT,175000,462900,2814,PT BSMT,1930,B   ,5,2,1,Q
SINGLE FAMILY,1.94,URBAN SERVICES DISTRICT,287500,295500,3664,PT BSMT,1956,B   ,5,3,1,P
VACANT RESIDENTIAL LAND,3.4,CITY OF FOREST HILLS,521500,1577400,7915,CRAWL,2016,X   ,5,5,2,Q
SINGLE FAMILY,1.01,CITY OF FOREST HILLS,315000,294500,4523.375,PT BSMT,1959,A   ,5,4,0,P
SINGLE FAMILY,1,CITY OF OAK HILL,200000,392100,4216,CRAWL,1995,A   ,5,4,1,O
SINGLE FAMILY,1.33,CITY OF FOREST HILLS,315000,222800,5036,PT BSMT,1971,B   ,5,4,1,P
SINGLE FAMILY,0.57,URBAN SERVICES DISTRICT,342000,995900,5321,CRAWL,2015,X   ,5,5,1,O
SINGLE FAMILY,0.69,CITY OF BELLE MEADE,459000,565900,4623.75,CRAWL,2016,X   ,5,5,1,O
SINGLE FAMILY,0.95,URBAN SERVICES DISTRICT,245000,213200,3220.34998,PT BSMT,1960,B   ,5,3,0,O
SINGLE FAMILY,2.27,CITY OF OAK HILL,248000,909600,7056,CRAWL,1989,X   ,5,5,2,P
SINGLE FAMILY,0.5,URBAN SERVICES DISTRICT,295000,187800,2548,CRAWL,1954,C   ,5,3,0,P
DUPLEX,0.26,URBAN SERVICES DISTRICT,190000,220900,2722.25,PT BSMT,1977,B   ,5,5,0,O
SINGLE FAMILY,0.48,URBAN SERVICES DISTRICT,220000,230200,2765,CRAWL,1950,B   ,5,3,0,O
SINGLE FAMILY,0.25,URBAN SERVICES DISTRICT,180000,353400,3044.42498,PT BSMT,1910,C   ,5,2,0,P
SINGLE FAMILY,2.05,CITY OF FOREST HILLS,285000,165700,3184,PT BSMT,1960,B   ,5,3,1,P
QUADPLEX,0.19,URBAN SERVICES DISTRICT,125000,205700,3682.56,FULL BSMT,1945,C   ,5,4,0,P
SINGLE FAMILY,0.16,URBAN SERVICES DISTRICT,180000,393700,2592,PT BSMT,1930,C   ,5,3,0,Q
SINGLE FAMILY,0.5,URBAN SERVICES DISTRICT,200000,265100,3482,CRAWL,1953,B   ,5,4,0,O
SINGLE FAMILY,1.34,CITY OF OAK HILL,271400,2134400,8169,CRAWL,2016,X   ,5,5,3,P
SINGLE FAMILY,0.21,URBAN SERVICES DISTRICT,220000,244400,2458.75,FULL BSMT,1940,C   ,5,2,0,P
SINGLE FAMILY,0.15,URBAN SERVICES DISTRICT,60000,430300,2688.36,PT BSMT,1923,B   ,5,2,1,Q
SINGLE FAMILY,0.46,URBAN SERVICES DISTRICT,315000,121600,3641.15997,PT BSMT,1950,C   ,5,4,0,Q
SINGLE FAMILY,0.28,URBAN SERVICES DISTRICT,179200,327600,3067.45007,PT BSMT,1950,B   ,5,3,0,P
SINGLE FAMILY,1.03,URBAN SERVICES DISTRICT,380000,1078100,5864,CRAWL,2016,X   ,5,5,1,P
SINGLE FAMILY,0.94,CITY OF FOREST HILLS,323000,1087300,6034,CRAWL,2016,X   ,5,4,1,O
SINGLE FAMILY,1.04,URBAN SERVICES DISTRICT,270000,293700,3046,CRAWL,1950,B   ,5,3,0,P
SINGLE FAMILY,1.3,CITY OF OAK HILL,268900,1346100,6467,CRAWL,2016,X   ,5,5,1,P
SINGLE FAMILY,1.17,CITY OF OAK HILL,275200,1172400,5431,CRAWL,2016,X   ,5,5,1,O
SINGLE FAMILY,1.02,CITY OF OAK HILL,200000,343900,3693.15002,CRAWL,1967,B   ,5,4,0,P
SINGLE FAMILY,1.02,URBAN SERVICES DISTRICT,80400,358000,4386,CRAWL,1982,B   ,5,4,0,P
SINGLE FAMILY,0.29,URBAN SERVICES DISTRICT,35000,501700,3696,FULL BSMT,1925,B   ,5,2,0,P
SINGLE FAMILY,0.17,URBAN SERVICES DISTRICT,180000,307600,2116,PT BSMT,1930,C   ,5,2,1,O
SINGLE FAMILY,1.97,CITY OF OAK HILL,238800,278200,4107,CRAWL,1969,B   ,5,4,0,P
SINGLE FAMILY,0.98,CITY OF FOREST HILLS,323000,1101600,5772,CRAWL,2016,X   ,5,5,1,O
SINGLE FAMILY,1.12,URBAN SERVICES DISTRICT,170000,277200,3119,CRAWL,1963,B   ,5,3,1,Q
SINGLE FAMILY,1.8,URBAN SERVICES DISTRICT,209000,425400,4284,SLAB,1955,A   ,5,4,0,P
DUPLEX,0.42,URBAN SERVICES DISTRICT,190000,138800,3003,FULL BSMT,1939,C   ,5,2,0,P
DUPLEX,0.2,URBAN SERVICES DISTRICT,180000,338900,2962.91998,PT BSMT,1920,B   ,5,3,0,P
SINGLE FAMILY,0.95,URBAN SERVICES DISTRICT,240000,362600,4462,PT BSMT,1948,B   ,5,5,1,P
SINGLE FAMILY,0.18,URBAN SERVICES DISTRICT,180000,239400,2224,CRAWL,1929,C   ,5,2,0,P
SINGLE FAMILY,0.32,URBAN SERVICES DISTRICT,160000,218200,2167.25,FULL BSMT,1946,C   ,5,2,0,P
SINGLE FAMILY,0.92,URBAN SERVICES DISTRICT,150000,279700,4217,CRAWL,1964,B   ,5,4,0,P
SINGLE FAMILY,1.41,URBAN SERVICES DISTRICT,190000,420800,3450.49994,PT BSMT,1958,A   ,5,3,0,P
SINGLE FAMILY,0.21,URBAN SERVICES DISTRICT,214500,262200,2563.75,FULL BSMT,1928,C   ,5,4,0,P
SINGLE FAMILY,3.29,CITY OF FOREST HILLS,285000,249700,3708,PT BSMT,1962,B   ,5,4,1,Q
SINGLE FAMILY,0.99,URBAN SERVICES DISTRICT,170000,190600,3593.91992,FULL BSMT,1958,B   ,5,4,0,O
SINGLE FAMILY,0.91,URBAN SERVICES DISTRICT,420000,221100,3491,CRAWL,1952,B   ,5,4,0,P
SINGLE FAMILY,0.91,URBAN SERVICES DISTRICT,378000,67100,3099,CRAWL,1953,B   ,5,3,0,P
SINGLE FAMILY,2.05,CITY OF FOREST HILLS,285000,165700,3184,PT BSMT,1960,B   ,5,3,1,P
SINGLE FAMILY,1.14,CITY OF FOREST HILLS,285000,125600,2708.40002,PT BSMT,1961,C   ,5,3,0,P
SINGLE FAMILY,2.49,CITY OF FOREST HILLS,417200,152300,3646,CRAWL,1949,B   ,5,3,0,P
SINGLE FAMILY,3.87,CITY OF FOREST HILLS,315000,192500,3260,SLAB,1959,B   ,5,3,0,P
DUPLEX,1.44,URBAN SERVICES DISTRICT,275000,181800,3105,PT BSMT,1961,B   ,5,4,0,O
SINGLE FAMILY,0.17,URBAN SERVICES DISTRICT,195000,363800,3002,FULL BSMT,1930,B   ,4,3,0,P
SINGLE FAMILY,0.17,URBAN SERVICES DISTRICT,60000,445100,3038,CRAWL,1920,B   ,4,3,1,O
SINGLE FAMILY,0.19,URBAN SERVICES DISTRICT,168000,517700,3233,CRAWL,2012,B   ,4,3,1,P
SINGLE FAMILY,0.59,URBAN SERVICES DISTRICT,315000,1028800,5063,CRAWL,2014,X   ,4,4,1,P
SINGLE FAMILY,0.29,URBAN SERVICES DISTRICT,180000,343800,2740,PT BSMT,1928,C   ,4,2,1,O
DUPLEX,0.14,URBAN SERVICES DISTRICT,180000,538100,3628.76001,FULL BSMT,1928,B   ,4,4,0,Q
SINGLE FAMILY,0.3,URBAN SERVICES DISTRICT,175000,234000,3087.47504,PT BSMT,1948,C   ,4,2,0,O
SINGLE FAMILY,1.99,CITY OF OAK HILL,387400,384800,3394,CRAWL,1951,B   ,4,3,0,P
SINGLE FAMILY,1.03,GENERAL SERVICES DISTRICT,204000,306500,3702,CRAWL,1966,B   ,4,3,1,P
SINGLE FAMILY,0.18,URBAN SERVICES DISTRICT,195000,309500,2484.75,PT BSMT,1932,B   ,4,3,0,P
SINGLE FAMILY,0.35,URBAN SERVICES DISTRICT,234000,481400,3490.5,PT BSMT,1930,B   ,4,3,1,P
SINGLE FAMILY,0.99,URBAN SERVICES DISTRICT,190000,474700,3640,CRAWL,1960,A   ,4,3,0,P
DUPLEX,0.22,URBAN SERVICES DISTRICT,180000,235600,2233.16504,PT BSMT,1920,C   ,4,2,1,P
SINGLE FAMILY,2.03,CITY OF OAK HILL,314900,436600,5295,PT BSMT,1962,A   ,4,5,0,P
DUPLEX,0.2,URBAN SERVICES DISTRICT,195000,255800,2697,PT BSMT,1939,B   ,4,2,0,P
SINGLE FAMILY,0.22,URBAN SERVICES DISTRICT,214500,344500,2412,FULL BSMT,1935,B   ,4,4,0,P
SINGLE FAMILY,0.29,URBAN SERVICES DISTRICT,214500,270400,2108,FULL BSMT,1945,C   ,4,2,0,O
SINGLE FAMILY,0.94,URBAN SERVICES DISTRICT,170000,302400,3742,CRAWL,1960,B   ,4,5,0,P
SINGLE FAMILY,0.23,URBAN SERVICES DISTRICT,190000,329900,3488,CRAWL,1940,C   ,4,3,0,P
SINGLE FAMILY,0.17,URBAN SERVICES DISTRICT,144000,368400,3801.45001,FULL BSMT,1948,C   ,4,3,1,P
SINGLE FAMILY,0.93,URBAN SERVICES DISTRICT,170000,288900,2610,PT BSMT,1934,B   ,4,4,0,P
SINGLE FAMILY,3.6,URBAN SERVICES DISTRICT,218800,343500,3946,CRAWL,1968,B   ,4,2,1,O
ZERO LOT LINE,0.47,URBAN SERVICES DISTRICT,196000,177800,2736,CRAWL,1984,B   ,4,3,0,O
SINGLE FAMILY,2.02,GENERAL SERVICES DISTRICT,238700,275700,4175.79999,PT BSMT,1972,B   ,4,3,0,P
SINGLE FAMILY,0.76,URBAN SERVICES DISTRICT,143600,285900,2522,FULL BSMT,2005,C   ,4,2,1,O
SINGLE FAMILY,0.18,URBAN SERVICES DISTRICT,214500,291500,2415.5,PT BSMT,1930,B   ,4,2,0,O
SINGLE FAMILY,0.38,URBAN SERVICES DISTRICT,200000,409000,5695,PT BSMT,2017,A   ,4,3,1,P
SINGLE FAMILY,1.21,URBAN SERVICES DISTRICT,175000,334300,2677,CRAWL,1952,B   ,4,3,0,O
SINGLE FAMILY,0.25,URBAN SERVICES DISTRICT,224000,246400,2660,PT BSMT,1930,B   ,4,3,0,O
SINGLE FAMILY,0.42,URBAN SERVICES DISTRICT,224000,387400,3345,FULL BSMT,1938,B   ,4,4,0,P
SINGLE FAMILY,0.45,URBAN SERVICES DISTRICT,200000,230500,2860,CRAWL,1955,C   ,4,3,1,P
SINGLE FAMILY,0.36,URBAN SERVICES DISTRICT,210000,449900,3638.64001,CRAWL,2003,B   ,4,4,0,P
SINGLE FAMILY,0.57,URBAN SERVICES DISTRICT,184000,306800,3383,PT BSMT,1937,C   ,4,3,0,P
SINGLE FAMILY,0.36,URBAN SERVICES DISTRICT,363800,303400,2613,FULL BSMT,1935,B   ,4,3,0,P
SINGLE FAMILY,1.41,CITY OF OAK HILL,275800,519200,5007,CRAWL,1946,A   ,4,6,0,Q
SINGLE FAMILY,1.12,CITY OF OAK HILL,250000,381100,3552,PT BSMT,1950,B   ,4,3,0,P
SINGLE FAMILY,1.74,CITY OF FOREST HILLS,425000,234600,2881,PT BSMT,1959,C   ,4,2,0,Q
SINGLE FAMILY,1.51,CITY OF FOREST HILLS,315000,226500,3841,CRAWL,1959,B   ,4,3,1,P
SINGLE FAMILY,6.11,CITY OF FOREST HILLS,347900,523100,4244,CRAWL,1976,A   ,4,4,0,P
SINGLE FAMILY,2.01,GENERAL SERVICES DISTRICT,238700,238100,3083,PT BSMT,1973,B   ,4,2,1,O
SINGLE FAMILY,0.19,URBAN SERVICES DISTRICT,180000,286000,2221.5,FULL BSMT,1930,C   ,4,2,0,P
QUADPLEX,0.27,URBAN SERVICES DISTRICT,65000,85600,2795,CRAWL,1965,C   ,8,4,0,Q
QUADPLEX,0.23,URBAN SERVICES DISTRICT,65000,86400,2795,CRAWL,1966,C   ,8,4,0,Q
QUADPLEX,0.23,URBAN SERVICES DISTRICT,65000,85600,2795,CRAWL,1965,C   ,8,4,0,Q
SINGLE FAMILY,1.26,URBAN SERVICES DISTRICT,366000,623100,5566.5,PT BSMT,1938,A   ,7,5,1,Q
SINGLE FAMILY,2,CITY OF FOREST HILLS,198000,881800,6915,PT BSMT,1992,X   ,7,6,2,Q
SINGLE FAMILY,0.51,URBAN SERVICES DISTRICT,113900,488400,4008,CRAWL,1900,B   ,7,2,0,Q
SINGLE FAMILY,0.24,URBAN SERVICES DISTRICT,220000,402900,3148.25,FULL BSMT,1930,B   ,7,2,1,Q
DUPLEX,0.26,URBAN SERVICES DISTRICT,300000,456500,3684.16003,FULL BSMT,1925,B   ,7,3,0,Q
SINGLE FAMILY,0.72,URBAN SERVICES DISTRICT,190000,922600,6199,PT BSMT,1946,A   ,6,4,1,Q
SINGLE FAMILY,0.23,URBAN SERVICES DISTRICT,214500,428200,3118,PT BSMT,1930,B   ,6,3,1,Q
SINGLE FAMILY,0.18,URBAN SERVICES DISTRICT,180000,571500,3520,FULL BSMT,1920,B   ,6,4,1,Q
SINGLE FAMILY,2.2,CITY OF FOREST HILLS,378000,402100,5516.75,CRAWL,1973,A   ,6,4,1,Q
SINGLE FAMILY,0.78,URBAN SERVICES DISTRICT,350000,247500,3656,CRAWL,1970,B   ,6,5,0,Q
SINGLE FAMILY,1.81,URBAN SERVICES DISTRICT,294000,516600,5871.92004,PT BSMT,1958,A   ,6,5,2,Q
SINGLE FAMILY,1.25,CITY OF FOREST HILLS,135000,614600,6216.38998,FULL BSMT,1996,A   ,6,8,0,Q
VACANT RES LAND,1.03,CITY OF BELLE MEADE,722300,1494000,8223.00004,PT BSMT,2015,X   ,5,5,2,Q
SINGLE FAMILY,1.2,GENERAL SERVICES DISTRICT,240000,534700,4464,PT BSMT,2006,X   ,5,3,2,Q
SINGLE FAMILY,0.48,URBAN SERVICES DISTRICT,295000,569100,4490,CRAWL,2004,A   ,5,3,1,Q
SINGLE FAMILY,1.49,URBAN SERVICES DISTRICT,126500,640100,4032.25,CRAWL,2013,A   ,5,4,0,Q
SINGLE FAMILY,0.55,URBAN SERVICES DISTRICT,220500,712400,5872.15991,CRAWL,2004,A   ,5,4,3,Q
SINGLE FAMILY,0.75,CITY OF BELLE MEADE,650000,343200,3751,PT BSMT,1945,A   ,5,3,1,Q
SINGLE FAMILY,1.97,CITY OF OAK HILL,386100,354800,3964,PT BSMT,1957,A   ,5,5,0,Q
SINGLE FAMILY,1.02,CITY OF OAK HILL,200000,402200,4147,PT BSMT,1952,A   ,5,3,1,Q
SINGLE FAMILY,0.34,URBAN SERVICES DISTRICT,210000,692100,3567.25,FULL BSMT,1935,A   ,5,3,1,Q
SINGLE FAMILY,0.5,URBAN SERVICES DISTRICT,165000,396900,2807,CRAWL,1899,A   ,5,1,0,Q
SINGLE FAMILY,0.57,URBAN SERVICES DISTRICT,200000,564100,5326.75,PT BSMT,1958,A   ,5,4,0,Q
SINGLE FAMILY,1.49,CITY OF FOREST HILLS,315000,334700,5566.08008,PT BSMT,1965,B   ,5,3,1,Q
SINGLE FAMILY,0.29,URBAN SERVICES DISTRICT,180000,485900,3090,PT BSMT,1929,B   ,5,3,1,Q
SINGLE FAMILY,0.37,URBAN SERVICES DISTRICT,234000,438700,3488.12,FULL BSMT,1988,B   ,5,4,0,Q
SINGLE FAMILY,0.6,URBAN SERVICES DISTRICT,235000,842400,5527,CRAWL,2014,A   ,5,4,1,Q
GREENBELT,35.97,GENERAL SERVICES DISTRICT,86370,617000,7150,CRAWL,1989,A   ,5,5,0,Q
SINGLE FAMILY,0.98,URBAN SERVICES DISTRICT,378000,578900,4850.71,PT BSMT,2005,X   ,5,3,2,Q
SINGLE FAMILY,4.52,CITY OF OAK HILL,638800,1863800,6731,CRAWL,2016,X   ,5,5,2,Q
SINGLE FAMILY,0.34,URBAN SERVICES DISTRICT,210000,479600,3514.1499,CRAWL,2014,B   ,5,3,1,Q
SINGLE FAMILY,0.93,GENERAL SERVICES DISTRICT,240000,578200,4449,CRAWL,2000,X   ,5,3,1,Q
VACANT RESIDENTIAL LAND,0.45,CITY OF OAK HILL,203500,682900,4382,CRAWL,2014,A   ,5,4,1,Q
SINGLE FAMILY,0.18,URBAN SERVICES DISTRICT,220000,705500,4403,CRAWL,2015,B   ,5,4,1,Q
SINGLE FAMILY,0.25,URBAN SERVICES DISTRICT,270000,561500,3888,CRAWL,2014,A   ,5,4,1,Q
SINGLE FAMILY,0.29,URBAN SERVICES DISTRICT,214500,492700,3531,PT BSMT,1930,B   ,5,3,1,Q
SINGLE FAMILY,0.96,GENERAL SERVICES DISTRICT,200000,536400,5330.88,CRAWL,1983,A   ,5,4,0,Q
SINGLE FAMILY,1.58,URBAN SERVICES DISTRICT,209000,626700,6474,CRAWL,1955,A   ,5,6,0,Q
SINGLE FAMILY,1.13,GENERAL SERVICES DISTRICT,200000,484200,5213.58996,FULL BSMT,1980,A   ,5,5,0,Q
SINGLE FAMILY,0.21,URBAN SERVICES DISTRICT,180000,499200,3026.66003,FULL BSMT,1920,B   ,5,3,1,Q
SINGLE FAMILY,1,CITY OF OAK HILL,232500,670700,5364.35997,FULL BSMT,1994,X   ,5,5,0,Q
SINGLE FAMILY,1.25,CITY OF FOREST HILLS,285000,370700,4233.59998,FULL BSMT,1962,A   ,5,5,1,Q
SINGLE FAMILY,1.03,CITY OF BELLE MEADE,607500,160000,3663.92,CRAWL,1949,B   ,5,5,0,Q
VACANT RESIDENTIAL LAND,1.15,CITY OF OAK HILL,259500,105000,6006,CRAWL,2016,A   ,5,6,1,Q
SINGLE FAMILY,2.22,CITY OF FOREST HILLS,378000,185900,3533,CRAWL,1960,B   ,5,3,0,Q
SINGLE FAMILY,1.26,CITY OF FOREST HILLS,315000,259500,4508.80005,FULL BSMT,1967,B   ,5,3,1,Q
SINGLE FAMILY,2.04,URBAN SERVICES DISTRICT,287500,658800,5315,CRAWL,1960,A   ,5,4,1,Q
SINGLE FAMILY,0.41,URBAN SERVICES DISTRICT,210000,258600,2938.00005,FULL BSMT,1935,C   ,5,3,0,Q
SINGLE FAMILY,0.17,URBAN SERVICES DISTRICT,150000,298200,3457.60001,CRAWL,1948,C   ,5,4,1,Q
SINGLE FAMILY,0.51,CITY OF BELLE MEADE,281300,424900,2949.66248,PT BSMT,1948,C   ,5,3,1,Q
SINGLE FAMILY,0.2,URBAN SERVICES DISTRICT,180000,505600,3116,PT BSMT,1940,B   ,5,3,0,Q
SINGLE FAMILY,1.38,CITY OF FOREST HILLS,285000,257000,3782,PT BSMT,1961,B   ,5,4,0,Q
SINGLE FAMILY,1.13,URBAN SERVICES DISTRICT,120600,626400,4167.5,PT BSMT,1930,B   ,5,3,0,Q
SINGLE FAMILY,0.54,URBAN SERVICES DISTRICT,200000,479400,4026,CRAWL,2001,B   ,5,3,1,Q
SINGLE FAMILY,1.02,CITY OF OAK HILL,250000,551000,4205,CRAWL,2004,A   ,5,3,1,Q
SINGLE FAMILY,1.57,URBAN SERVICES DISTRICT,209000,466800,4979.95996,PT BSMT,1958,A   ,5,4,0,Q
DUPLEX,0.92,URBAN SERVICES DISTRICT,253000,90200,2640,CRAWL,1960,C   ,5,2,1,Q
SINGLE FAMILY,0.27,URBAN SERVICES DISTRICT,175000,567400,3914,FULL BSMT,1935,B   ,4,1,1,Q
SINGLE FAMILY,0.28,URBAN SERVICES DISTRICT,180000,794500,4171.5,PT BSMT,1936,B   ,4,4,0,Q
SINGLE FAMILY,0.88,URBAN SERVICES DISTRICT,350000,381600,4060,PT BSMT,1945,A   ,4,4,0,Q
SINGLE FAMILY,0.2,URBAN SERVICES DISTRICT,214500,592300,4091.2,PT BSMT,2004,A   ,4,4,0,Q
SINGLE FAMILY,0.72,CITY OF BELLE MEADE,486000,410000,4162,CRAWL,1973,A   ,4,4,0,Q
SINGLE FAMILY,0.28,URBAN SERVICES DISTRICT,214500,465000,5203,CRAWL,2003,B   ,4,4,0,Q
SINGLE FAMILY,0.4,URBAN SERVICES DISTRICT,240000,679500,5639.5,PT BSMT,1940,A   ,4,3,1,Q
SINGLE FAMILY,1.08,URBAN SERVICES DISTRICT,425000,546900,4242,CRAWL,1948,A   ,4,4,0,Q
SINGLE FAMILY,0.5,URBAN SERVICES DISTRICT,200000,496600,4016,PT BSMT,1949,A   ,4,4,1,Q
SINGLE FAMILY,0.94,GENERAL SERVICES DISTRICT,200000,456700,4997,PT BSMT,1980,A   ,4,5,0,Q
SINGLE FAMILY,0.25,URBAN SERVICES DISTRICT,290000,471200,3304.75,PT BSMT,1954,B   ,4,4,1,Q
SINGLE FAMILY,1.19,URBAN SERVICES DISTRICT,378000,304900,4385.25,CRAWL,1955,B   ,4,3,1,Q
SINGLE FAMILY,0.2,URBAN SERVICES DISTRICT,180000,472600,2714,PT BSMT,1918,B   ,4,3,0,Q
SINGLE FAMILY,0.2,URBAN SERVICES DISTRICT,180000,644000,3392,CRAWL,1920,B   ,4,3,1,Q
SINGLE FAMILY,1.2,CITY OF BELLE MEADE,837800,152700,3976,CRAWL,1952,C   ,4,4,0,Q
SINGLE FAMILY,0.5,URBAN SERVICES DISTRICT,295000,858000,5676.5,CRAWL,2006,X   ,4,3,2,Q
SINGLE FAMILY,0.32,URBAN SERVICES DISTRICT,295000,536500,3858,CRAWL,2008,A   ,4,4,1,Q
SINGLE FAMILY,0.5,URBAN SERVICES DISTRICT,200000,496600,4016,PT BSMT,1949,A   ,4,4,1,Q
SINGLE FAMILY,2.85,URBAN SERVICES DISTRICT,330500,898100,7693,CRAWL,1952,X   ,8,5,2,R
SINGLE FAMILY,0.65,CITY OF BELLE MEADE,459000,598900,5161,PT BSMT,1939,X   ,7,3,1,R
SINGLE FAMILY,9.28,CITY OF OAK HILL,625600,528900,8396,PT BSMT,1951,A   ,6,5,0,R
SINGLE FAMILY,0.65,CITY OF BELLE MEADE,577800,519300,4555.5625,PT BSMT,1929,X   ,6,4,1,R
SINGLE FAMILY,1.25,CITY OF FOREST HILLS,180000,734100,5419.25,CRAWL,1987,X   ,6,6,0,R
SINGLE FAMILY,2.11,CITY OF FOREST HILLS,658800,817000,6467.58997,PT BSMT,1977,A   ,6,5,2,R
SINGLE FAMILY,1.15,CITY OF BELLE MEADE,837800,431700,6328.63507,FULL BSMT,1973,A   ,6,6,1,R
SINGLE FAMILY,1.01,URBAN SERVICES DISTRICT,420000,1347900,7544.5,CRAWL,1999,X   ,6,6,1,R
SINGLE FAMILY,0.51,URBAN SERVICES DISTRICT,350000,554900,4544,PT BSMT,1938,A   ,6,4,1,R
SINGLE FAMILY,2.85,CITY OF OAK HILL,414500,822000,4111,CRAWL,1946,X   ,6,3,1,R
SINGLE FAMILY,0.51,URBAN SERVICES DISTRICT,315000,928000,5238.25,FULL BSMT,2013,X   ,6,4,3,R
VACANT RESIDENTIAL LAND,0.62,URBAN SERVICES DISTRICT,315000,1141700,7566,CRAWL,2014,X   ,6,5,2,R
SINGLE FAMILY,1.65,CITY OF BELLE MEADE,846500,344100,5149.01001,PT BSMT,1962,A   ,6,5,0,R
